2026-06-02 19:13:30,118 |INFO |test |
 | 2026-06-02 19:13:47,541 |INFO |test |
 | 2026-06-02 19:18:53,775 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:18:53,775 |INFO |test |
 | 2026-06-02 19:22:31,652 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:31,652 |INFO |test |
 | 2026-06-02 19:22:36,101 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:36,101 |INFO |test |
 | 2026-06-02 19:22:37,673 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:37,673 |INFO |test |
 | 2026-06-02 19:22:38,883 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:38,883 |INFO |test |
 | 2026-06-02 19:22:43,244 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:43,244 |INFO |test |
 | 2026-06-02 19:22:51,775 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:22:51,775 |INFO |test |
 | 2026-06-02 19:23:12,077 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:23:12,077 |INFO |test |
 | 2026-06-02 19:23:13,433 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:23:13,433 |INFO |test |
 | 2026-06-02 19:23:16,140 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:23:16,140 |INFO |test |
 | 2026-06-02 19:23:58,872 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:23:58,872 |INFO |test |
 | 2026-06-02 19:24:03,276 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:03,276 |INFO |test |
 | 2026-06-02 19:24:05,505 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:05,505 |INFO |test |
 | 2026-06-02 19:24:12,047 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:12,048 |INFO |test |
 | 2026-06-02 19:24:15,142 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:15,143 |INFO |test |
 | 2026-06-02 19:24:18,699 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:18,700 |INFO |test |
 | 2026-06-02 19:24:25,665 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:25,666 |INFO |test |
 | 2026-06-02 19:24:27,163 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:27,163 |INFO |test |
 | 2026-06-02 19:24:30,684 |INFO |my name Meir and I bought 1 item |
 | 2026-06-02 19:24:30,684 |INFO |test |
